Crankshaft,Overheating,Lubricant,Misfires,Piston,Starter,Decision
9.834,12.917,10.51,6.449,7.967,4.237,Good
8.258,11.707,11.879,4.745,8.55,341.507,Minor
7.94,13.696,12.21,5.609,1052.862,378.604,Critical
9.441,11.707,1331.18,5.666,8.904,324.336,Critical
10.26,12.754,12.249,3.431,8.847,382.349,Minor
8.552,13.134,9.801,5.583,9.447,3.11,Good
7.813,11.881,11.1,456.169,9.026,501.848,Critical
9.763,14.762,12.313,4.978,7.632,372.472,Minor
9.147,14.851,12.57,4.287,7.29,4.128,Critical
8.695,12.028,12.49,4.185,7.903,465.66,Moderate
9.021,12.944,13.62,4.39,9.188,4.757,Good
8.567,14.865,11.061,6.015,9.851,3.781,Good
8.877,12.344,13.321,4.469,6.045,3.423,Minor
7.513,12.168,10.86,5.172,7.632,4.223,Good
7.812,1153.473,10.179,5.217,7.96,411.092,Critical
8.531,13.671,11.669,4.272,9.164,4.406,Minor
8.051,15.713,9.394,5.122,8.573,520.98,Moderate
10.97,11.024,12.57,4.661,10.373,2.914,Good
8.877,14.445,12.249,5.441,8.14,501.867,Moderate
9.52,11.596,12.749,4.379,8.682,378.091,Minor
8.683,13.312,14.609,5.122,8.299,4.367,Minor
